,ID,Source,Customer Segment,Membership Type,Membership Level,Affiliation,IsActive,Gender,Lifetime Days,Country,Yearly_count
1661,1662,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,214.0,Kenya,0.6
1650,1651,RoomMaster,LP Nairobi 2020,Free Trial,Young Leader,LP Nairobi 2019,checked,male,214.0,Kenya,0.6
1047,1048,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214.0,Kenya,0.6
49,50,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
290,291,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Kenya,0.6
358,359,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,South Africa,0.6
1521,1522,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Senegal,0.6
497,498,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,214.0,Kenya,0.6
710,711,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,184.0,Lesotho,0.5
246,247,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214.0,Senegal,0.6
711,712,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,South Africa,0.6
1445,1446,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Guinea,0.6
245,246,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,Cote d'Ivoire,0.6
87,88,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,male,214.0,Nigeria,0.6
883,884,RoomMaster,Existing Room member,Free Trial,Young Leader,AIIP 2020,checked,male,214.0,Nigeria,0.6
426,427,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Senegal,0.6
772,773,RoomMaster,Existing Room member,Founding Member,Young Leader,ALU Alumni,checked,female,366.0,Ghana,1.0
351,352,RoomMaster,Joined post-Sprint - May,Staff Membership,Mid-career Leader,AL Staff,checked,female,184.0,Rwanda,0.5
1572,1573,RoomMaster,Existing Room member,Premium Paying,Young Leader,ALA Alumni,checked,female,214.0,United States of America,0.6
17,18,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,male,214.0,Nigeria,0.6
713,714,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,female,214.0,South Africa,0.6
276,277,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,Nigeria,1.0
58,59,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214.0,Kenya,0.6
242,243,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,Nigeria,1.0
682,683,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,United Arab Emirates,0.6
1157,1158,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,Cote d'Ivoire,0.6
458,459,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
660,661,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,214.0,Nigeria,0.6
1355,1356,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214.0,Kenya,0.6
997,998,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,214.0,Kenya,0.6
988,989,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,184.0,Uganda,0.5
119,120,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,Ghana,1.0
1117,1118,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,male,214.0,South Africa,0.6
782,783,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214.0,Uganda,0.6
614,615,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Rwanda,0.6
775,776,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,214.0,Nigeria,0.6
468,469,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,Kenya,0.6
616,617,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214.0,Kenya,0.6
727,728,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Germany,0.6
794,795,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Kenya,0.6
1193,1194,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214.0,Kenya,0.6
1671,1672,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALUSB Alumni,checked,female,214.0,Ethiopia,0.6
860,861,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
961,962,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,South Africa,1.0
807,808,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214.0,South Africa,0.6
1430,1431,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Rwanda,0.6
1669,1670,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214.0,Kenya,0.6
1042,1043,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,male,214.0,Nigeria,0.6
1377,1378,RoomMaster,Joined post-Sprint - June,Staff Membership,Mid-career Leader,AL Staff,checked,male,153.0,Rwanda,0.4
1150,1151,RoomMaster,DSLP Nairobi 2020,Premium Paying,Young Leader,DSLP Nairobi 2020,checked,male,214.0,Kenya,0.6
1577,1578,RoomMaster,ALU staff,Staff Membership,Young Leader,AL Staff,checked,female,214.0,Rwanda,0.6
1537,1538,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,214.0,Kenya,0.6
470,471,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,Zambia,1.0
814,815,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,checked,male,214.0,Nigeria,0.6
488,489,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214.0,South Africa,0.6
81,82,RoomMaster,Joined post-Sprint - June,Free Trial,Young Leader,ALU Alumni,checked,male,153.0,Ghana,0.4
1159,1160,RoomMaster,Existing Room member,Premium Paying,Mid-career Leader,ALN,checked,female,214.0,Senegal,0.6
383,384,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,South Africa,0.6
769,770,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Kenya,0.6
416,417,RoomMaster,Existing Room member,Premium Paying,Mid-career Leader,ALUSB Alumni,checked,male,214.0,Zambia,0.6
1321,1322,RoomMaster,DSLP Nairobi 2020,Premium Paying,Young Leader,DSLP Nairobi 2020,checked,male,214.0,Kenya,0.6
1216,1217,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,366.0,South Africa,1.0
785,786,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,214.0,Nigeria,0.6
603,604,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366.0,South Africa,1.0
1325,1326,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,female,214.0,South Africa,0.6
1682,1683,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,male,366.0,Nigeria,1.0
806,807,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214.0,United States of America,0.6
818,819,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Staff Alumni,checked,female,366.0,Kenya,1.0
176,177,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,214.0,Nigeria,0.6
140,141,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,184.0,Senegal,0.5
896,897,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
1699,1700,RoomMaster,DSLP Nairobi 2020,Premium Paying,Young Leader,DSLP Nairobi 2019,checked,female,214.0,Kenya,0.6
702,703,RoomMaster,The Room Staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214.0,United States of America,0.6
707,708,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,United States of America,0.6
1311,1312,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,Kenya,0.6
1343,1344,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Ghana,0.6
601,602,RoomMaster,Existing Member,Founding Member,Mid-career Leader,Staff Alumni,checked,female,366.0,United States of America,1.0
802,803,RoomMaster,The Room staff,Staff Membership,Young Leader,AL Staff,checked,male,214.0,Kenya,0.6
1092,1093,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,184.0,Ethiopia,0.5
146,147,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,214.0,Nigeria,0.6
1101,1102,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214.0,Guinea,0.6
585,586,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,184.0,Kenya,0.5
517,518,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,South Africa,0.6
673,674,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,ALUSB Alumni,checked,female,184.0,Ghana,0.5
1036,1037,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,184.0,France,0.5
569,570,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,male,214.0,Nigeria,0.6
615,616,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,214.0,Nigeria,0.6
1481,1482,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,214.0,South Africa,0.6
478,479,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,184.0,Zimbabwe,0.5
1276,1277,RoomMaster,Joined post-Sprint - June,Staff Membership,Mid-career Leader,AL Staff,checked,male,153.0,Rwanda,0.4
567,568,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
1704,1705,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,214.0,Nigeria,0.6
112,113,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214.0,Kenya,0.6
451,452,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Advisory Council,checked,male,366.0,United States of America,1.0
348,349,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
1255,1256,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,214.0,Ghana,0.6
511,512,RoomMaster,The Room staff,Premium Paying,Mid-career Leader,Staff Alumni,checked,male,214.0,Kenya,0.6
51,52,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,Nigeria,0.6
1002,1003,RoomMaster,DSLP Nairobi 2020,Free Trial,Young Leader,DSLP Nairobi 2020,checked,female,214.0,Kenya,0.6
1708,1709,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,female,214.0,Nigeria,0.6
1407,1408,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214.0,France,0.6
1239,1240,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Cote d'Ivoire,0.6
409,410,RoomMaster,DSLP Nairobi 2020,Free Trial,Young Leader,DSLP Nairobi 2020,checked,female,214.0,Kenya,0.6
919,920,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,214.0,United States of America,0.6
1129,1130,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,female,366.0,United States of America,1.0
1121,1122,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,Ghana,0.6
1474,1475,RoomMaster,Joined post-Sprint - June,Premium Paying,Mid-career Leader,ALUSB 2017 Alumni ISA,checked,female,153.0,United Kingdom,0.4
1563,1564,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,214.0,Kenya,0.6
672,673,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214.0,Rwanda,0.6
392,393,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,184.0,Lesotho,0.5
1258,1259,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,male,214.0,Uganda,0.6
387,388,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,Zambia,1.0
14,15,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,214.0,Nigeria,0.6
941,942,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,male,214.0,Nigeria,0.6
1225,1226,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,214.0,Kenya,0.6
1241,1242,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,checked,female,214.0,Kenya,0.6
291,292,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,France,0.6
460,461,RoomMaster,Joined post-Sprint - May,Staff Membership,Mid-career Leader,AL Staff,checked,female,184.0,Mauritius,0.5
804,805,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,Nigeria,0.6
1551,1552,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,United States of America,0.6
389,390,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214.0,Senegal,0.6
1421,1422,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,male,214.0,Rwanda,0.6
1591,1592,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,male,366.0,United States of America,1.0
1384,1385,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,Denmark;Ghana,0.6
971,972,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,Kenya,1.0
317,318,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
530,531,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214.0,Kenya,0.6
1115,1116,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,School of Wildlife Conservation,checked,male,366.0,Kenya,1.0
1555,1556,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Senegal,0.6
671,672,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,United Kingdom,0.6
1656,1657,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,214.0,Ethiopia,0.6
928,929,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,214.0,Kenya,0.6
267,268,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,Zambia,0.6
998,999,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214.0,Senegal,0.6
698,699,RoomMaster,Existing Room member,Staff Membership,Senior Leader,AL Staff,checked,male,214.0,Germany,0.6
370,371,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Rwanda,0.6
945,946,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,214.0,Kenya,0.6
1051,1052,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,United States of America,0.6
1073,1074,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,United States of America,0.6
1112,1113,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,male,214.0,South Africa,0.6
695,696,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,214.0,Kenya,0.6
1707,1708,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,South Africa,0.6
862,863,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Senegal,0.6
697,698,RoomMaster,Existing Room member,Founding Member,Senior Leader,AL Staff,checked,male,366.0,South Africa,1.0
111,112,RoomMaster,AIIP 2020,Free Trial,Mid-career Leader,AIIP 2020,checked,male,214.0,Nigeria,0.6
842,843,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,184.0,Tunisia,0.5
723,724,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,Staff Nomination,checked,male,153.0,Cote d'Ivoire,0.4
1008,1009,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,184.0,Rwanda,0.5
347,348,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,United States of America,0.6
1068,1069,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,184.0,Kenya;Rwanda,0.5
538,539,RoomMaster,Existing Room member,Free Trial,Young Leader,ALN,checked,female,214.0,South Africa,0.6
1583,1584,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Rwanda,0.6
130,131,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214.0,Kenya,0.6
816,817,RoomMaster,AIIP 2020,Free Trial,Mid-career Leader,AIIP 2020,checked,male,214.0,Kenya,0.6
1045,1046,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214.0,Senegal,0.6
1283,1284,RoomMaster,Joined post-Sprint - June,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,153.0,Tanzania,0.4
810,811,RoomMaster,The Room Staff,Free Trial,Mid-career Leader,Consultant,checked,male,92.0,Canada,0.3
516,517,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,214.0,Cote d'Ivoire,0.6
1394,1395,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214.0,Kenya,0.6
989,990,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,Canada,0.6
506,507,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,214.0,Nigeria,0.6
189,190,RoomMaster,XL Nairobi 2020,Free Trial,Mid-career Leader,XL Nairobi 2020,checked,male,214.0,Kenya,0.6
361,362,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Senegal,0.6
1420,1421,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214.0,Kenya,0.6
1409,1410,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,Kenya,0.6
906,907,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214.0,Kenya,0.6
886,887,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,Corporate Partner,checked,female,153.0,Kenya,0.4
1356,1357,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,214.0,United States of America,0.6
1487,1488,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Senegal,0.6
1589,1590,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,214.0,Nigeria,0.6
1056,1057,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,Kenya,1.0
1664,1665,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,United Kingdom,0.6
890,891,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,214.0,South Africa,0.6
505,506,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214.0,Kenya,0.6
363,364,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,214.0,United States of America,0.6
881,882,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,214.0,Kenya,0.6
1697,1698,RoomMaster,Joined post-Sprint - July,Premium Paying,Mid-career Leader,ALUSB 2017 Alumni ISA,checked,male,123.0,Nigeria,0.3
21,22,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,Nigeria,1.0
777,778,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214.0,Mauritius,0.6
335,336,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214.0,Kenya,0.6
1049,1050,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,214.0,Kenya,0.6
550,551,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2020,checked,male,214.0,Kenya,0.6
1286,1287,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,male,214.0,Ethiopia,0.6
364,365,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Mauritius,0.6
377,378,RoomMaster,XL Nairobi 2019,Free Trial,Young Leader,XL Nairobi 2019,checked,female,214.0,Kenya,0.6
522,523,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,South Africa,0.6
1439,1440,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214.0,Rwanda,0.6
453,454,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214.0,Kenya,0.6
884,885,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214.0,Kenya,0.6
561,562,RoomMaster,XL Nairobi 2019,Free Trial,Senior Leader,XL Nairobi 2019,checked,female,214.0,Kenya,0.6
3,4,RoomMaster,DSLP Nairobi 2020,Free Trial,Young Leader,DSLP Nairobi 2020,checked,female,214.0,Kenya,0.6
1631,1632,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,Staff Nomination,checked,male,153.0,Burkina Faso,0.4
1719,1720,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Nigeria,0.6
747,748,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,214.0,Nigeria,0.6
313,314,RoomMaster,DSLP Nairobi 2020,Premium Paying,Young Leader,DSLP Nairobi 2020,checked,female,214.0,Kenya,0.6
1168,1169,RoomMaster,Corporate Partner - joined May,Free Trial,Senior Leader,Corporate Partner,checked,female,214.0,South Africa,0.6
742,743,RoomMaster,Existing Room member,Founding Member,Young Leader,ALA Alumni,checked,male,366.0,Senegal,1.0
650,651,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,214.0,Nigeria,0.6
602,603,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214.0,Kenya,0.6
823,824,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,South Africa,0.6
844,845,RoomMaster,AIIP 2018,Free Trial,Young Leader,AIIP 2018,checked,male,214.0,Nigeria,0.6
1451,1452,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214.0,Kenya,0.6
203,204,RoomMaster,Existing Room member,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Kenya,0.6
19,20,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214.0,Senegal,0.6
1304,1305,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,checked,male,214.0,Nigeria,0.6
1126,1127,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,checked,male,214.0,South Africa,0.6
738,739,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214.0,Senegal,0.6
0,1,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366.0,United States of America,1.0
423,424,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALUSB Alumni,checked,male,366.0,Rwanda,1.0
531,532,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,United Arab Emirates,0.6
759,760,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,214.0,Kenya,0.6
477,478,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214.0,Kenya,0.6
1244,1245,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,South Africa,0.6
1140,1141,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,214.0,Kenya,0.6
901,902,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,The Room,checked,male,366.0,Ghana,1.0
1205,1206,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,214.0,Turkey,0.6
536,537,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALA Alumni,checked,female,214.0,United States of America,0.6
996,997,RoomMaster,Existing Room member,Founding Member,Senior Leader,School of Wildlife Conservation,checked,female,366.0,United States of America,1.0
872,873,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,France,0.6
630,631,RoomMaster,XL Dakar,Free Trial,Senior Leader,XL Dakar,checked,male,214.0,Senegal,0.6
101,102,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,214.0,Kenya,0.6
1427,1428,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214.0,Kenya,0.6
749,750,RoomMaster,Joined post-Sprint - July,Staff Membership,Mid-career Leader,Consultant,checked,male,123.0,Canada,0.3
1482,1483,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Kenya,0.6
1162,1163,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,Staff Nomination,checked,male,153.0,India,0.4
380,381,RoomMaster,AIIP 2018,Free Trial,Young Leader,AIIP 2018,checked,female,214.0,Kenya,0.6
622,623,RoomMaster,ALU staff,Staff Membership,Young Leader,AL Staff,checked,female,214.0,Mauritius,0.6
1512,1513,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214.0,Senegal,0.6
1290,1291,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,214.0,Kenya,0.6
1593,1594,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214.0,Kenya,0.6
227,228,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214.0,Kenya,0.6
882,883,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALA Alumni,checked,female,214.0,United Kingdom,0.6
1709,1710,RoomMaster,XL Dakar,Free Trial,Senior Leader,XL Dakar,checked,male,214.0,Senegal,0.6
